ID;TableID;ExplicitName;InferredName;ExplicitDataType;InferredDataType;DataCategory;Description;IsHidden;State;IsUnique;IsKey;IsNullable;Alignment;TableDetailPosition;IsDefaultLabel;IsDefaultImage;SummarizeBy;ColumnStorageID;Type;SourceColumn;ColumnOriginID;Expression;FormatString;IsAvailableInMDX;SortByColumnID;AttributeHierarchyID;ModifiedTime;StructureModifiedTime;RefreshedTime;SystemFlags;KeepUniqueRows;DisplayOrdinal;ErrorMessage;SourceProviderType;DisplayFolder;EncodingHint;RelatedColumnDetailsID;AlternateOfID;LineageTag;SourceLineageTag
4323;4310;"";"Date";9;9;"PaddedDateTableDates";"";True;1;False;False;True;1;-1;False;False;2;4485;4;"[Date]";;"";"";True;;4415;2025-10-07 11:58:30,480;2025-09-26 08:39:30,603;1699-12-31 00:00:00,000;2;False;0;"";"";"";0;;;"e26ce5bc-5135-49bd-a46a-7144ccecdb30";""
4324;4310;"Year";"";6;6;"Years";"";True;1;False;False;True;1;-1;False;False;2;4489;2;"";;"YEAR([Date])";"";True;;4416;2025-10-07 11:58:30,483;2025-09-26 08:39:30,603;2025-10-07 11:58:30,483;2;False;0;"";"";"";0;;;"5815f377-9d63-4f67-8b22-2fe0206f01dc";""
4325;4310;"MonthNo";"";6;6;"MonthOfYear";"";True;1;False;False;True;1;-1;False;False;2;4493;2;"";;"MONTH([Date])";"";True;;4417;2025-10-07 11:58:30,483;2025-09-26 08:39:30,603;2025-10-07 11:58:30,483;2;False;0;"";"";"";0;;;"ae8e247a-5efb-41ed-9631-784c7718aee3";""
4326;4310;"Month";"";2;2;"Months";"";True;1;False;False;True;1;-1;False;False;2;4497;2;"";;"FORMAT([Date], ""MMMM"")";"";True;4325;4418;2025-10-07 11:58:30,483;2025-09-26 08:39:30,603;2025-10-07 11:58:30,483;2;False;0;"";"";"";0;;;"43ba5abd-d65c-438b-901a-a0e190edbd4b";""
4327;4310;"QuarterNo";"";6;6;"QuarterOfYear";"";True;1;False;False;True;1;-1;False;False;2;4501;2;"";;"INT(([MonthNo] + 2) / 3)";"";True;;4419;2025-10-07 11:58:30,486;2025-09-26 08:39:30,603;2025-10-07 11:58:30,486;2;False;0;"";"";"";0;;;"20c7f5e2-4bac-4548-893e-7a5c58c7e53b";""
4328;4310;"Quarter";"";2;2;"Quarters";"";True;1;False;False;True;1;-1;False;False;2;4505;2;"";;"""Qtr "" & [QuarterNo]";"";True;4327;4420;2025-10-07 11:58:30,503;2025-09-26 08:39:30,603;2025-10-07 11:58:30,503;2;False;0;"";"";"";0;;;"6def4e88-fce3-4eeb-a7d2-e462ca3fc1b0";""
4329;4310;"Day";"";6;6;"DayOfMonth";"";True;1;False;False;True;1;-1;False;False;2;4509;2;"";;"DAY([Date])";"";True;;4421;2025-10-07 11:58:30,483;2025-09-26 08:39:30,603;2025-10-07 11:58:30,483;2;False;0;"";"";"";0;;;"9f1bb610-8056-4fe1-a873-6b2f20c03fbf";""
5438;5437;"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61";"";6;19;"";"";True;1;True;True;False;1;-1;False;False;1;5482;3;"";;"";"";True;;5439;2025-10-07 11:58:30,493;2025-09-26 10:13:51,643;1699-12-31 00:00:00,000;2;False;0;"";"";"";0;;;"";""
5441;5437;"";"Date";9;9;"PaddedDateTableDates";"";True;1;False;False;True;1;-1;False;False;2;5486;4;"[Date]";;"";"";True;;5470;2025-10-07 11:58:30,493;2025-09-26 10:13:51,643;1699-12-31 00:00:00,000;2;False;0;"";"";"";0;;;"43e1fb56-bc58-403d-9802-98a20b204440";""
5442;5437;"Year";"";6;6;"Years";"";True;1;False;False;True;1;-1;False;False;2;5490;2;"";;"YEAR([Date])";"";True;;5471;2025-10-07 11:58:30,496;2025-09-26 10:13:51,643;2025-10-07 11:58:30,496;2;False;0;"";"";"";0;;;"7a5e8de7-8fe4-42c8-b747-98556feb4001";""
5443;5437;"MonthNo";"";6;6;"MonthOfYear";"";True;1;False;False;True;1;-1;False;False;2;5494;2;"";;"MONTH([Date])";"";True;;5472;2025-10-07 11:58:30,496;2025-09-26 10:13:51,643;2025-10-07 11:58:30,496;2;False;0;"";"";"";0;;;"3a42da6e-2bf4-49a5-8083-5a0a03385447";""
5444;5437;"Month";"";2;2;"Months";"";True;1;False;False;True;1;-1;False;False;2;5498;2;"";;"FORMAT([Date], ""MMMM"")";"";True;5443;5473;2025-10-07 11:58:30,500;2025-09-26 10:13:51,643;2025-10-07 11:58:30,500;2;False;0;"";"";"";0;;;"02b965aa-461b-4add-8b24-bbf0074c8720";""
5445;5437;"QuarterNo";"";6;6;"QuarterOfYear";"";True;1;False;False;True;1;-1;False;False;2;5502;2;"";;"INT(([MonthNo] + 2) / 3)";"";True;;5474;2025-10-07 11:58:30,500;2025-09-26 10:13:51,643;2025-10-07 11:58:30,500;2;False;0;"";"";"";0;;;"8ce19330-f117-470f-a0cf-0075be7025c4";""
5446;5437;"Quarter";"";2;2;"Quarters";"";True;1;False;False;True;1;-1;False;False;2;5506;2;"";;"""Qtr "" & [QuarterNo]";"";True;5445;5475;2025-10-07 11:58:30,526;2025-09-26 10:13:51,643;2025-10-07 11:58:30,526;2;False;0;"";"";"";0;;;"f269b8f6-1d6e-40e3-b2f3-490bbc76f26c";""
5447;5437;"Day";"";6;6;"DayOfMonth";"";True;1;False;False;True;1;-1;False;False;2;5510;2;"";;"DAY([Date])";"";True;;5476;2025-10-07 11:58:30,496;2025-09-26 10:13:51,643;2025-10-07 11:58:30,496;2;False;0;"";"";"";0;;;"d0e30145-266b-4050-a5d6-4dc43b53a786";""
